ProductID,ProductName,Price,CategoryID,Class,ModifyDate,Resistant,IsAllergic,VitalityDays
227,Cheese - Taleggio D.o.p.,55.4699,5,Low,4/14/2018 0:24,Weak,False,0
228,Sauce - Hollandaise,77.8083,3,High,12/19/2017 11:58,Durable,Unknown,93
229,Bread - Hot Dog Buns,57.9838,9,Medium,7/27/2017 8:25,Weak,False,66
230,"Wine - Cahors Ac 2000, Clos",83.5389,11,Medium,9/1/2017 3:29,Weak,False,75
231,Crush - Cream Soda,68.3066,5,Medium,12/24/2017 16:29,Unknown,True,0
232,Quiche Assorted,33.949,3,Medium,1/12/2018 18:03,Weak,False,0
233,Duck - Breast,56.6209,11,Low,5/4/2017 0:49,Durable,True,0
234,Tofu - Firm,72.7457,1,Medium,2/27/2017 5:41,Weak,Unknown,0
235,Bread - English Muffin,34.5061,6,High,5/9/2018 4:42,Durable,False,0
236,Tomato - Tricolor Cherry,85.694,1,Low,10/2/2017 0:56,Unknown,True,113
237,Mayonnaise - Individual Pkg,65.6303,8,Low,12/29/2017 21:22,Weak,False,94
238,Garlic,28.4065,6,Medium,5/22/2017 21:55,Durable,False,0
239,"Soup - Campbells, Cream Of",7.6019,5,Medium,6/3/2017 20:05,Weak,True,0
240,Wine - Chablis 2003 Champs,70.8596,4,Low,5/14/2017 16:57,Weak,False,0
241,Cheese - Cheddarsliced,67.8151,9,Medium,4/17/2017 5:44,Unknown,Unknown,0
242,Thermometer Digital,32.65,9,Low,5/17/2017 13:44,Weak,False,11
243,Sun - Dried Tomatoes,45.1883,6,Medium,11/2/2017 21:24,Weak,False,104
244,Beef - Rib Eye Aaa,94.0664,2,Low,1/4/2018 7:58,Unknown,True,0
245,Grouper - Fresh,37.6791,1,Medium,4/4/2018 1:39,Weak,Unknown,111
246,Ice Cream Bar - Hageen Daz To,48.5371,9,Low,12/10/2017 7:32,Weak,False,96
247,Juice - Apple Cider,59.0033,9,High,3/14/2017 8:05,Weak,False,58
248,Beef - Inside Round,99.3193,7,Low,4/29/2017 4:24,Unknown,Unknown,0
249,Cookie Dough - Double,76.6201,10,Medium,6/5/2017 17:53,Weak,True,0
250,"Soup - Campbells, Beef Barley",64.4951,1,Low,5/17/2017 1:55,Durable,False,0
251,"Oranges - Navel, 72",11.7087,5,Low,7/1/2017 3:39,Weak,True,7
252,Nantucket - Pomegranate Pear,27.8169,4,Medium,9/28/2017 11:11,Weak,Unknown,83
253,Wanton Wrap,76.24,7,High,3/29/2017 18:21,Unknown,Unknown,0
254,"Soup - Canadian Pea, Dry Mix",77.7804,1,Low,12/4/2017 16:48,Weak,True,0
255,Kellogs All Bran Bars,29.2287,3,Low,3/5/2018 21:35,Weak,False,0
256,Soup Knorr Chili With Beans,95.7024,6,Medium,5/3/2018 12:24,Durable,Unknown,0
257,"Pasta - Detalini, White, Fresh",84.438,11,High,3/30/2017 1:14,Durable,Unknown,0
258,Tea - English Breakfast,31.0939,1,Low,2/16/2017 18:45,Weak,Unknown,0
259,Veal - Eye Of Round,67.4367,7,High,4/10/2017 22:38,Unknown,True,71
260,"Yogurt - Blueberry, 175 Gr",26.8886,7,Low,8/13/2017 16:55,Durable,False,31
261,Chinese Foods - Chicken,22.0901,9,High,8/14/2017 10:12,Durable,True,0
262,Bagel - Plain,36.4605,7,Medium,4/19/2017 7:59,Durable,Unknown,41
263,Soupfoamcont12oz 112con,50.7497,7,Low,3/20/2018 0:16,Weak,False,0
264,Juice - V8 Splash,49.4497,3,High,6/2/2017 19:59,Durable,True,0
265,"Mushroom - Porcini, Dry",13.9292,10,Medium,3/20/2018 5:01,Weak,Unknown,7
266,Clam Nectar,68.1097,7,High,5/19/2017 23:04,Weak,Unknown,0
267,Grapes - Red,5.125,2,Medium,5/28/2017 6:03,Unknown,True,0
268,Vanilla Beans,97.8435,9,Low,1/25/2017 7:58,Durable,False,0
269,Wine - Blue Nun Qualitatswein,26.706,11,Medium,3/10/2018 14:14,Durable,True,0
270,Cheese Cloth No 100,4.4216,6,Medium,4/17/2018 23:10,Durable,Unknown,101
271,Banana - Leaves,73.3954,5,High,8/13/2017 12:39,Unknown,True,0
272,"Chocolate - Semi Sweet, Calets",68.1134,2,Low,8/1/2017 7:31,Weak,True,13
273,Bandage - Flexible Neon,77.5913,4,Medium,3/21/2018 17:22,Weak,Unknown,0
274,Papayas,88.1192,2,Low,1/3/2018 21:48,Weak,False,0
275,Corn Meal,50.146,1,Medium,2/3/2018 20:52,Durable,True,88
276,Snapple - Iced Tea Peach,49.2508,5,High,2/20/2017 2:02,Unknown,True,0
277,Sea Bass - Whole,55.4964,9,Medium,5/6/2017 10:12,Durable,Unknown,118
278,Apricots - Halves,0.3735,11,Medium,11/9/2017 8:22,Weak,False,87
279,Beef - Texas Style Burger,91.1828,1,Low,9/14/2017 3:43,Durable,True,0
280,Onion Powder,61.8352,5,Medium,1/26/2018 10:28,Durable,False,0
281,"Bar Mix - Pina Colada, 355 Ml",33.0839,2,High,8/6/2017 19:23,Durable,True,0
282,"Lemonade - Natural, 591 Ml",56.1506,10,Low,12/16/2017 20:00,Durable,False,88
283,Bread Fig And Almond,1.1882,4,Low,7/16/2017 18:05,Durable,False,0
284,Beer - Rickards Red,93.4888,9,Low,3/13/2017 6:30,Weak,False,0
285,Cheese - Mix,71.8302,7,Low,3/3/2017 23:49,Unknown,Unknown,107
286,Beef - Prime Rib Aaa,40.4897,2,Low,3/29/2017 5:18,Durable,False,29
287,Bread - Italian Roll With Herbs,57.709,7,Medium,10/16/2017 23:41,Durable,True,0
288,"Orange - Canned, Mandarin",78.8405,11,Low,10/7/2017 8:00,Durable,True,0
289,Sword Pick Asst,43.5169,10,Low,5/3/2017 8:05,Durable,False,0
290,Sauce - Rosee,38.8037,1,Low,1/6/2017 16:18,Unknown,True,110
291,"Crab - Dungeness, Whole",1.2559,2,Medium,7/5/2017 23:42,Unknown,False,0
292,Turkey - Oven Roast Breast,34.5364,8,Low,11/13/2017 2:37,Unknown,False,0
293,Garlic - Elephant,60.9698,11,Medium,2/11/2017 23:16,Durable,Unknown,0
294,Wine - Alsace Gewurztraminer,80.7133,10,Low,2/28/2018 3:09,Weak,Unknown,18
295,"Ice - Clear, 300 Lb For Carving",48.7695,7,Low,2/7/2018 6:44,Unknown,True,0
296,Wine - Valpolicella Masi,31.3545,3,Low,5/7/2018 21:44,Weak,False,90
297,Hinge W Undercut,81.9003,3,Low,7/7/2017 13:28,Durable,True,120
298,Pop Shoppe Cream Soda,95.7387,4,Medium,6/3/2017 1:25,Unknown,False,0
299,Fuji Apples,80.1371,4,Medium,2/24/2018 2:57,Unknown,False,0
300,"Beans - Kidney, Canned",69.5694,5,Medium,11/16/2017 2:35,Unknown,True,0
301,Beer - Labatt Blue,43.412,8,Medium,7/16/2017 1:29,Weak,Unknown,0
302,"Doilies - 5, Paper",61.1598,11,Medium,2/18/2017 0:07,Durable,Unknown,0
303,Cod - Black Whole Fillet,72.6133,7,High,6/28/2017 14:09,Unknown,False,0
304,Banana Turning,72.1984,5,High,6/27/2017 18:42,Unknown,True,0
305,Pastry - Cheese Baked Scones,91.0997,8,Medium,2/10/2018 13:16,Weak,True,19
306,"Pepper - White, Ground",43.5953,4,Low,4/8/2018 20:08,Durable,True,117
307,Foam Cup 6 Oz,50.2256,1,High,11/16/2017 17:48,Durable,Unknown,0
308,Tea - Decaf Lipton,88.1209,6,High,8/2/2017 20:33,Durable,Unknown,0
309,Muffin Batt - Choc Chk,27.6344,11,Medium,3/9/2018 19:56,Durable,True,76
310,Coffee - Dark Roast,79.978,9,Low,1/14/2018 19:33,Weak,False,0
311,Wonton Wrappers,40.206,9,High,12/29/2017 2:11,Weak,Unknown,56
312,Salmon - Sockeye Raw,84.0645,1,Low,9/27/2017 16:52,Weak,True,54
313,Veal - Slab Bacon,39.9111,11,High,10/12/2017 15:02,Unknown,Unknown,116
314,Salmon Steak - Cohoe 8 Oz,5.6015,2,Medium,7/23/2017 12:09,Unknown,True,82
315,Wine - Gato Negro Cabernet,93.8047,6,Medium,1/7/2017 21:32,Unknown,True,0
316,Cheese - Victor Et Berthold,65.9395,11,High,1/5/2018 14:11,Weak,False,94
317,Water - Green Tea Refresher,35.2723,3,Low,2/10/2018 13:54,Weak,False,0
318,Ecolab - Solid Fusion,57.261,10,High,1/7/2018 17:46,Unknown,Unknown,76
319,Towels - Paper / Kraft,77.6195,7,High,4/1/2017 20:09,Unknown,Unknown,0
320,Yogurt - French Vanilla,73.4396,9,Low,12/22/2017 23:43,Unknown,Unknown,0
321,"Potatoes - Instant, Mashed",10.4007,1,Medium,12/10/2017 23:22,Durable,Unknown,0
322,Onions - Vidalia,26.2846,2,Medium,12/28/2017 22:03,Unknown,Unknown,0
323,Extract - Lemon,54.3266,10,High,1/31/2018 23:52,Weak,False,99
324,Apricots - Dried,87.9023,10,Low,3/4/2018 21:55,Durable,True,42
325,Halibut - Fletches,3.1657,5,Low,10/13/2017 23:28,Unknown,True,87
326,Appetizer - Mushroom Tart,38.859,9,High,2/7/2018 10:01,Unknown,False,0
327,"Appetizer - Mini Egg Roll, Shrimp",7.1436,2,Medium,6/20/2017 8:14,Unknown,False,0
328,Tuna - Salad Premix,96.8781,6,Medium,1/22/2017 14:12,Durable,True,35
329,"Pork - Loin, Center Cut",39.3496,6,High,4/5/2018 15:03,Weak,True,0
330,Olives - Kalamata,18.7914,10,Medium,2/5/2018 23:08,Unknown,False,0
331,Cookies Cereal Nut,67.3505,3,High,12/23/2017 12:34,Durable,Unknown,80
332,Bouq All Italian - Primerba,59.7578,5,Low,4/12/2018 8:47,Unknown,False,0
333,Cheese - Cottage Cheese,20.2364,7,High,1/23/2018 5:25,Weak,False,0
334,Ecolab - Lime - A - Way 4/4 L,21.6133,7,High,3/8/2018 1:07,Weak,True,0
335,"Oil - Shortening,liqud, Fry",18.4231,9,Low,7/14/2017 8:59,Weak,Unknown,84
336,Broom - Corn,71.9241,2,Low,6/19/2017 19:15,Durable,True,0
337,Bread - Rye,83.5373,3,Low,6/21/2017 5:50,Durable,True,0
338,Cheese - Camembert,28.9899,11,Low,1/19/2017 23:22,Durable,Unknown,0
339,Beef - Striploin Aa,2.389,2,Medium,6/9/2017 17:13,Weak,Unknown,0
340,Veal - Sweetbread,28.2349,3,High,4/4/2017 3:41,Durable,True,0
341,"Bread - Roll, Canadian Dinner",90.2641,1,Low,9/19/2017 11:29,Weak,True,0
342,Mangoes,69.5881,1,Medium,3/17/2017 3:07,Unknown,False,51
343,Otomegusa Dashi Konbu,51.2061,1,High,12/7/2017 12:03,Durable,False,0
344,Sausage - Liver,63.5389,2,Low,8/26/2017 12:32,Unknown,False,114
345,Bread - Calabrese Baguette,98.5978,4,Medium,5/18/2017 14:06,Durable,False,67
346,Cheese - Parmesan Grated,17.1914,1,Low,2/15/2018 6:50,Unknown,True,0
347,Pail For Lid 1537,94.6253,8,Low,2/1/2017 11:34,Unknown,True,0
348,Pasta - Cheese / Spinach Bauletti,55.3683,10,Low,11/29/2017 11:06,Durable,True,54
349,Puree - Mocha,86.9086,4,Medium,2/21/2018 5:37,Unknown,True,0
350,Isomalt,82.83,8,Low,2/2/2017 16:32,Unknown,True,0
351,Hot Chocolate - Individual,96.0823,1,High,3/28/2017 7:49,Durable,Unknown,0
352,"Beef - Tenderlion, Center Cut",24.6393,4,Low,11/6/2017 19:41,Unknown,False,5
353,Milk Powder,18.1191,8,Medium,3/4/2017 5:16,Weak,True,80
354,Crackers Cheez It,6.6975,7,Medium,3/5/2017 3:14,Unknown,False,0
355,Olives - Stuffed,59.1687,5,Low,4/15/2018 3:12,Durable,False,12
356,Dc - Frozen Momji,17.1274,6,High,11/25/2017 3:26,Durable,Unknown,0
357,Tilapia - Fillets,6.8332,2,Medium,5/27/2017 0:14,Durable,False,0
358,"Cheese - Boursin, Garlic / Herbs",84.7111,9,Medium,9/2/2017 16:14,Unknown,True,0
359,Rice - Long Grain,69.0327,11,High,1/21/2018 19:14,Durable,True,96
360,Wine - Hardys Bankside Shiraz,52.2407,10,Medium,1/4/2017 3:14,Durable,True,89
361,Coffee Decaf Colombian,36.4516,2,Medium,10/20/2017 11:54,Weak,True,71
362,Cumin - Whole,53.3476,7,Medium,10/26/2017 3:36,Durable,Unknown,0
363,Cornflakes,48.7712,11,High,9/6/2017 5:29,Unknown,True,0
364,Cattail Hearts,8.8429,1,High,2/1/2017 20:48,Unknown,Unknown,0
365,"Wine - Red, Harrow Estates, Cab",12.6274,7,Medium,1/23/2017 6:59,Weak,True,95
366,Tahini Paste,80.4483,4,High,1/25/2018 17:24,Unknown,False,0
367,Bread - Italian Corn Meal Poly,63.8281,5,Medium,1/12/2018 11:26,Unknown,True,65
368,Flour - Teff,18.2978,4,Low,12/14/2017 13:54,Unknown,False,0
369,Rambutan,87.1785,5,Medium,1/10/2017 3:10,Unknown,True,10
370,Muffin - Carrot Individual Wrap,21.8806,4,Low,11/28/2017 2:16,Weak,True,0
371,Creme De Banane - Marie,82.4022,8,High,7/18/2017 8:20,Durable,Unknown,0
372,Wine - Two Oceans Cabernet,6.2824,3,Low,1/22/2018 14:32,Unknown,True,0
373,Beef - Montreal Smoked Brisket,54.8719,9,Medium,8/1/2017 0:32,Durable,False,0
374,Jagermeister,49.3846,5,Low,5/7/2018 16:28,Durable,False,0
375,Snapple Lemon Tea,83.1755,8,High,4/5/2017 12:13,Unknown,True,80
376,Pasta - Angel Hair,40.8126,11,High,9/26/2017 20:15,Durable,True,51
377,"Wine - Red, Cooking",75.0785,1,Medium,1/22/2017 9:59,Durable,False,7
378,Bread Foccacia Whole,90.7877,9,High,6/8/2017 11:20,Durable,False,0
379,Smoked Paprika,89.3046,7,High,10/18/2017 7:49,Unknown,False,81
380,Wine - White Cab Sauv.on,85.9743,4,High,1/5/2018 16:38,Unknown,True,0
381,Vaccum Bag 10x13,44.2337,1,High,1/6/2018 22:26,Unknown,Unknown,41
382,Soup - Campbells Bean Medley,51.7754,4,Medium,11/28/2017 21:07,Weak,Unknown,0
383,Cake - Box Window 10x10x2.5,9.9694,2,High,4/10/2017 8:34,Weak,Unknown,0
384,Fond - Neutral,56.5197,10,High,3/3/2018 22:30,Unknown,True,105
385,"Pork - Back, Short Cut, Boneless",22.7091,10,High,11/11/2017 15:19,Durable,False,97
386,Sprouts - Baby Pea Tendrils,42.7112,10,Medium,2/16/2017 16:52,Weak,False,0
387,Fondant - Icing,41.6386,9,High,2/9/2018 3:30,Durable,False,100
388,Table Cloth 120 Round White,13.5389,1,Medium,11/21/2017 2:10,Durable,True,0
389,Pomello,62.4447,3,Medium,4/1/2018 21:55,Unknown,Unknown,103
390,"Seedlings - Mix, Organic",1.2956,3,Low,12/27/2017 5:33,Unknown,False,0
391,Bread - Bistro White,65.0908,1,Medium,1/24/2017 19:01,Unknown,True,72
392,Puree - Passion Fruit,98.8263,5,High,2/25/2018 13:36,Unknown,True,33
393,Olive - Spread Tapenade,59.9572,1,Low,5/8/2017 4:08,Unknown,Unknown,0
394,Rum - Mount Gay Eclipes,50.1484,3,High,6/6/2017 13:59,Durable,True,76
395,Juice - Lime,91.7833,1,Low,10/22/2017 15:46,Weak,True,0
396,Tea - Jasmin Green,36.9165,6,High,4/3/2018 7:53,Durable,False,0
397,Juice - Happy Planet,20.8169,1,Medium,11/17/2017 21:38,Weak,False,70
398,Wine - Wyndham Estate Bin 777,42.3632,11,High,11/5/2017 15:15,Weak,True,67
399,Berry Brulee,50.9114,6,Medium,8/4/2017 5:33,Unknown,True,0
400,Carbonated Water - Blackcherry,18.1495,1,High,8/30/2017 20:41,Durable,True,0
401,"Tart Shells - Sweet, 4",53.3634,8,High,2/3/2017 19:23,Unknown,Unknown,51
402,Butter - Unsalted,76.3275,5,High,6/27/2017 21:40,Durable,Unknown,6
403,Liners - Baking Cups,68.1898,5,Medium,11/20/2017 7:56,Unknown,Unknown,0
404,Pants Custom Dry Clean,65.028,1,Medium,3/27/2017 3:21,Durable,False,0
405,Pastry - Raisin Muffin - Mini,0.4278,11,Medium,11/25/2017 8:12,Durable,True,0
406,"Shrimp - Baby, Warm Water",89.7999,9,High,7/13/2017 17:16,Durable,False,0
407,"Pepsi - Diet, 355 Ml",69.7674,7,High,4/8/2017 19:09,Weak,False,0
408,Blueberries,68.7346,4,Low,3/6/2017 12:48,Unknown,False,0
409,Skirt - 29 Foot,23.522,11,Medium,4/8/2018 15:00,Durable,Unknown,0
410,Fenngreek Seed,18.356,6,Low,7/20/2017 6:57,Unknown,Unknown,91
411,Durian Fruit,42.0489,6,Low,11/3/2017 17:26,Unknown,True,0
412,Lettuce - California Mix,16.0456,5,High,4/27/2018 12:54,Weak,True,0
413,Ice Cream Bar - Oreo Cone,95.4065,3,High,3/25/2018 8:25,Durable,False,5
414,Sauerkraut,83.0585,7,Low,1/17/2017 2:35,Durable,Unknown,87
415,Mussels - Frozen,8.0069,10,High,5/7/2017 4:47,Durable,False,0
416,Baking Powder,84.6763,10,Low,3/31/2018 14:46,Weak,True,0
417,"Lamb - Pieces, Diced",43.3781,5,Medium,7/18/2017 19:01,Unknown,Unknown,12
418,Truffle Cups - Brown,92.2516,2,Low,11/12/2017 6:58,Unknown,True,0
419,Pork - Belly Fresh,86.1338,3,Low,7/31/2017 5:29,Weak,True,8
420,Whmis - Spray Bottle Trigger,69.9163,9,High,4/15/2018 14:06,Weak,True,0
421,Soup V8 Roasted Red Pepper,38.8096,6,High,4/25/2018 13:54,Durable,False,0
422,"Garlic - Primerba, Paste",50.2892,5,High,2/22/2017 9:16,Weak,Unknown,60
423,"Fish - Scallops, Cold Smoked",55.8531,2,Medium,1/21/2018 15:59,Unknown,Unknown,35
424,Vinegar - Tarragon,85.8828,3,Medium,5/23/2017 21:37,Unknown,False,0
425,Wine - Redchard Merritt,56.7898,4,Medium,11/4/2017 7:15,Weak,Unknown,0
426,Scallops - Live In Shell,83.5759,3,Low,9/29/2017 18:44,Unknown,Unknown,0
427,Wine - Vineland Estate Semi - Dry,46.3252,3,High,9/17/2017 10:23,Durable,False,0
428,Wine - Ruffino Chianti,4.7235,7,Medium,2/25/2017 10:33,Unknown,True,48
429,Beef - Short Loin,57.6013,4,High,7/17/2017 0:41,Weak,False,0
430,Milk - 1%,46.2589,2,Low,5/12/2017 4:20,Durable,False,84
431,Muffin Chocolate Individual Wrap,19.9957,10,Medium,3/18/2018 22:36,Weak,False,89
432,Beer - Original Organic Lager,32.7153,2,High,7/26/2017 18:43,Unknown,False,44
433,"Beans - Kidney, Red Dry",39.8762,3,Low,3/14/2018 5:47,Durable,False,11
434,Cookie - Dough Variety,71.1551,7,Low,2/18/2017 11:07,Weak,True,0
435,"Salsify, Organic",32.6109,8,High,12/2/2017 21:15,Durable,True,0
436,Table Cloth 81x81 White,67.9063,7,High,7/13/2017 0:46,Unknown,False,25
437,Chips Potato All Dressed - 43g,83.5856,10,High,1/9/2017 13:11,Durable,Unknown,0
438,Juice - Orange,44.9415,2,Low,1/15/2017 5:13,Durable,Unknown,0
439,"Beef - Chuck, Boneless",56.0919,11,Medium,4/9/2017 14:18,Unknown,False,108
440,Pork - Inside,32.9092,1,Low,5/1/2017 22:02,Unknown,Unknown,0
441,Blackberries,72.9439,3,Medium,3/19/2018 21:42,Weak,Unknown,0
442,Wine - Ej Gallo Sierra Valley,72.9041,6,Medium,12/6/2017 14:42,Unknown,Unknown,106
443,Lettuce - Spring Mix,90.0169,2,Low,12/22/2017 11:10,Unknown,False,79
444,Cheese - Cambozola,44.0886,8,Low,9/13/2017 14:58,Durable,Unknown,56
445,Pastry - Choclate Baked,59.2467,8,High,2/23/2017 12:06,Weak,Unknown,76
446,Sunflower Seed Raw,49.0452,7,High,2/6/2017 6:06,Unknown,Unknown,18
447,"Salmon - Atlantic, Skin On",3.4198,3,High,4/12/2018 5:11,Unknown,True,0
448,Gatorade - Xfactor Berry,76.8988,5,Low,4/22/2017 1:33,Unknown,False,0
449,Nantuket Peach Orange,42.1414,4,Low,1/31/2017 9:11,Unknown,False,0
450,Wine - Vidal Icewine Magnotta,7.107,3,Low,12/1/2017 1:00,Unknown,Unknown,0
451,Soup - Campbells Tomato Ravioli,93.5384,1,Low,9/16/2017 12:51,Durable,False,0
452,Napkin White - Starched,28.5653,11,Low,1/6/2017 14:39,Durable,Unknown,0
